ARRAY_S0,ARRAY_S1,ARRAY_S2,ARRAY_S3,ARRAY_S4,ARRAY_S5,ARRAY_S6,ARRAY_S7,ARRAY_S8,ARRAY_S9,MOX_1,MOX_2,MOX_3,MOX_4,SHT_HUMID,SHT_TEMP,DATETIME,CLASS_NAME,SAMPLE_INDEX,
32704,35660,42712,31001,763871,2983078,522109,2762,11863,5292,4386,354821,274433,33302,37046,32670,2024-04-18 17:15:12,Baseline,2235,
32705,35669,42685,31002,766788,2982069,521900,2767,11865,5297,4388,355529,274859,33309,37004,32700,2024-04-18 17:15:27,Baseline,2235,
32720,35674,42656,31028,763816,2974261,519162,2763,11866,5295,4391,356210,275321,33298,37050,32708,2024-04-18 17:15:42,Baseline,2235,
32721,35665,42672,30957,763425,2939316,518409,2766,11865,5298,4396,356125,275534,33290,36987,32694,2024-04-18 17:15:56,Baseline,2235,
32724,35644,42639,31013,764828,2972825,520250,2764,11865,5295,4407,356311,276044,33294,36993,32708,2024-04-18 17:16:11,Baseline,2235,
32719,35630,42679,31017,766412,2981850,521649,2763,11864,5297,4400,356407,276324,33270,36957,32689,2024-04-18 17:16:26,Baseline,2235,
32720,35641,42711,31013,766934,3002769,520393,2767,11870,5296,4396,356583,276717,33275,36963,32700,2024-04-18 17:16:41,Baseline,2235,
32725,35643,42682,30990,766286,3004515,524088,2765,11869,5294,4381,356697,277161,33273,36964,32694,2024-04-18 17:16:56,Baseline,2235,
32725,35643,42703,30972,766898,2959324,523747,2767,11865,5293,4370,356943,277585,33274,36953,32694,2024-04-18 17:17:11,Baseline,2235,
32728,35628,42663,31057,766598,2971627,521682,2766,11867,5295,4385,357215,278057,33274,37020,32702,2024-04-18 17:17:26,Baseline,2235,
32719,35649,42653,30979,767507,2953779,518786,2766,11869,5296,4400,356785,278362,33273,36947,32678,2024-04-18 17:17:44,Baseline,2235,
32748,35672,42672,30940,763757,2990639,520710,2763,11871,5296,4387,356346,278843,33281,36951,32678,2024-04-18 17:18:01,Baseline,2235,
32726,35679,42636,30981,763112,2977691,518422,2763,11866,5301,4392,356062,279153,33260,36964,32721,2024-04-18 17:18:20,Baseline,2235,
32722,35655,42675,30979,765012,2991800,521466,2763,11864,5297,4385,353824,279471,33192,36846,32828,2024-04-18 17:18:41,Baseline,2235,
32688,35635,42692,30898,763192,2984067,519307,2764,11865,5293,4381,352301,279341,33169,36795,32916,2024-04-18 17:18:55,Baseline,2235,
32698,35612,42538,30950,763853,3018882,526198,2763,11857,5290,4398,351327,279528,33142,36793,32969,2024-04-18 17:19:13,Baseline,2235,
32667,35623,42512,30904,760257,2964545,522741,2768,11864,5291,4399,350680,279839,33121,36758,32956,2024-04-18 17:19:25,Baseline,2235,
32681,35648,42543,30904,760519,2950199,521318,2776,11855,5284,4380,349218,279894,33086,36724,33023,2024-04-18 17:19:41,Baseline,2235,
32693,35612,42588,30926,762478,2971288,523766,2760,11848,5290,4391,347996,279888,33055,36680,33065,2024-04-18 17:20:00,Baseline,2235,
32683,35594,42547,30970,764999,2971892,524930,2770,11845,5281,4382,346692,279982,33006,36600,33108,2024-04-18 17:20:14,Baseline,2235,
32693,35613,42527,30886,761356,2986140,525503,2770,11858,5282,4409,345659,280069,32983,36640,33170,2024-04-18 17:20:25,Baseline,2235,
32658,35611,42481,30956,761761,2973861,523165,2759,11838,5283,4392,344397,279994,32930,36531,33226,2024-04-18 17:20:39,Baseline,2235,
32686,35606,42482,30944,760690,2959710,521261,2763,11846,5282,4403,343094,279781,32902,36558,33266,2024-04-18 17:20:53,Baseline,2235,
32659,35606,42480,30935,762759,2959110,520032,2765,11827,5282,4381,342819,279994,32871,36530,33268,2024-04-18 17:21:08,Baseline,2235,
32671,35585,42469,30879,762759,2929203,523212,2766,11834,5286,4395,341951,279785,32843,36488,33346,2024-04-18 17:21:23,Baseline,2235,
32675,35563,42475,30888,762057,2962085,522527,2766,11838,5279,4394,341677,279935,32825,36495,33319,2024-04-18 17:21:37,Baseline,2235,
32674,35576,42487,30862,762833,2951134,521831,2768,11833,5280,4394,341568,280362,32805,36484,33308,2024-04-18 17:21:52,Baseline,2235,
32676,35579,42586,30896,762853,2968482,521958,2765,11837,5281,4410,341210,280482,32796,36440,33271,2024-04-18 17:22:07,Baseline,2235,
32690,35569,42537,30905,766161,2969796,519423,2766,11838,5283,4404,341378,280471,32782,36474,33263,2024-04-18 17:22:22,Baseline,2235,
32669,35598,42542,30909,762218,2959974,520397,2768,11837,5283,4398,340513,280755,32761,36509,33260,2024-04-18 17:22:37,Baseline,2235,
32670,35624,42560,30904,765447,2940270,523173,2768,11838,5283,4406,340230,280974,32774,36482,33223,2024-04-18 17:22:51,Baseline,2235,
32669,35604,42644,30945,764920,2997270,521983,2770,11845,5287,4401,339985,281140,32767,36461,33170,2024-04-18 17:23:06,Baseline,2235,
32667,35607,42647,30898,764073,2956789,524305,2767,11849,5284,4402,339094,281365,32764,36510,33175,2024-04-18 17:23:22,Baseline,2235,
32692,35649,42704,30883,763676,2985697,522675,2773,11845,5289,4392,338594,281455,32741,36531,33121,2024-04-18 17:23:36,Baseline,2235,
32681,35612,42677,30917,763939,2973887,520066,2767,11847,5286,4394,338038,281637,32729,36547,33135,2024-04-18 17:23:51,Baseline,2235,
32686,35628,42656,30963,763335,2980069,522232,2764,11848,5290,4378,337318,281626,32728,36554,33119,2024-04-18 17:24:06,Baseline,2235,
32701,35600,42672,30923,764419,3006765,521171,2769,11853,5289,4393,336838,281708,32720,36554,33089,2024-04-18 17:24:20,Baseline,2235,
32694,35612,42688,30976,765657,3004201,522981,2767,11847,5288,4401,336113,282088,32729,36596,33076,2024-04-18 17:24:35,Baseline,2235,
32685,35639,42641,30970,767049,3010894,521610,2770,11854,5282,4398,335238,282166,32717,36490,33065,2024-04-18 17:24:50,Baseline,2235,
32689,35599,42692,30959,764902,2979962,521469,2771,11852,5289,4400,334390,282172,32704,36551,33060,2024-04-18 17:25:05,Baseline,2235,
32690,35669,42676,30915,766458,2945101,522285,2766,11857,5288,4387,333611,282332,32701,36568,33057,2024-04-18 17:25:20,Baseline,2235,
32697,35625,42625,30955,766661,2978003,521926,2768,11860,5291,4409,332507,282434,32689,36655,33049,2024-04-18 17:25:34,Baseline,2235,
32709,35634,42657,30997,766722,2951705,522554,2777,11864,5291,4410,331997,282602,32699,36591,33020,2024-04-18 17:25:49,Baseline,2235,
32701,35630,42654,30937,762839,2950264,521621,2772,11865,5291,4392,331270,282635,32684,36581,33001,2024-04-18 17:26:04,Baseline,2235,
32703,35630,42667,30949,763177,2950905,519339,2770,11861,5290,4389,330989,282789,32691,36684,32983,2024-04-18 17:26:19,Baseline,2235,
32706,35631,42621,30996,763807,2938305,520812,2769,11864,5294,4411,330639,282888,32672,36661,32988,2024-04-18 17:26:34,Baseline,2235,
32713,35623,42657,30998,761115,2962441,520846,2769,11862,5292,4401,331426,283286,32669,36652,33004,2024-04-18 17:26:48,Baseline,2235,
32695,35628,42659,31009,765725,2963857,519894,2772,11862,5290,4403,331930,283541,32658,36617,33004,2024-04-18 17:27:04,Baseline,2235,
32702,35633,42708,31009,762902,2971308,521615,2769,11865,5295,4385,333909,285000,32628,36581,32967,2024-04-18 17:27:48,Baseline,2235,
32700,35632,42680,31018,760497,2969018,523306,2771,11864,5293,4400,335412,285409,32634,36636,32961,2024-04-18 17:28:03,Baseline,2235,
32700,35618,42662,31001,760823,2951291,523068,2768,11864,5295,4395,336651,286081,32628,36642,32972,2024-04-18 17:28:17,Baseline,2235,
32696,35632,42673,30946,761296,2979352,521243,2771,11865,5293,4404,337850,286446,32612,36608,32961,2024-04-18 17:28:32,Baseline,2235,
32704,35647,42635,30942,758167,2997989,523575,2774,11871,5294,4385,338945,287073,32600,36671,32959,2024-04-18 17:28:47,Baseline,2235,
32703,35645,42650,30946,763166,2961823,523426,2775,11869,5297,4391,340298,287775,32603,36596,32959,2024-04-18 17:29:02,Baseline,2235,
32720,35641,42649,30981,759241,2972788,526703,2770,11870,5293,4396,341413,288338,32595,36589,32929,2024-04-18 17:29:17,Baseline,2235,
32700,35671,42662,30974,760625,2965178,521645,2774,11867,5296,4408,342474,288912,32591,36648,32932,2024-04-18 17:29:31,Baseline,2235,
32720,35646,42647,30961,761368,3005259,520659,2775,11871,5294,4396,343447,289644,32585,36633,32932,2024-04-18 17:29:46,Baseline,2235,
32712,35645,42640,30964,760556,2987154,522051,2770,11873,5297,4395,344000,290067,32585,36652,32910,2024-04-18 17:30:01,Baseline,2235,
32704,35640,42648,30958,761949,2979547,520684,2771,11871,5295,4407,344516,290437,32587,36608,32956,2024-04-18 17:30:16,Baseline,2235,
32705,35639,42620,30944,763857,2988037,520428,2773,11869,5297,4402,345261,291226,32559,36621,32932,2024-04-18 17:30:31,Baseline,2235,
32705,35660,42653,30941,760860,2979753,521225,2776,11872,5295,4396,346184,291701,32563,36606,32929,2024-04-18 17:30:46,Baseline,2235,
32695,35623,42674,30992,759918,2985748,523381,2773,11869,5297,4405,346688,292327,32543,36613,32921,2024-04-18 17:31:00,Baseline,2235,
32709,35633,42676,30963,762927,3019486,519068,2773,11874,5294,4392,347296,292836,32541,36587,32940,2024-04-18 17:31:15,Baseline,2235,
32701,35627,42660,30926,760821,3013273,519859,2774,11873,5298,4401,347782,293407,32542,36638,32924,2024-04-18 17:31:30,Baseline,2235,
32697,35621,42648,30974,760933,2994716,521880,2776,11880,5298,4401,348371,294090,32532,36644,32924,2024-04-18 17:31:45,Baseline,2235,
32706,35646,42716,30931,759903,2995748,523177,2771,11874,5297,4391,349013,294589,32532,36608,32956,2024-04-18 17:32:00,Baseline,2235,
32723,35640,42674,30937,761891,3010402,520733,2772,11872,5293,4407,349725,295192,32529,36570,32927,2024-04-18 17:32:14,Baseline,2235,
32711,35634,42686,30996,763696,2991477,519333,2773,11872,5291,4400,350567,295732,32523,36587,32929,2024-04-18 17:32:29,Baseline,2235,
32711,35658,42703,30966,762936,2937140,519135,2776,11871,5295,4406,351163,296417,32525,36531,32924,2024-04-18 17:32:44,Baseline,2235,
32710,35662,42655,30929,765686,2993920,519230,2775,11877,5297,4398,351754,296878,32528,36577,32929,2024-04-18 17:32:59,Baseline,2235,
32709,35645,42615,30995,762017,2999968,521897,2773,11871,5295,4395,352941,297497,32521,36575,32908,2024-04-18 17:33:14,Baseline,2235,
32713,35658,42698,30959,762773,3002288,523368,2774,11872,5289,4412,353562,298018,32514,36528,32886,2024-04-18 17:33:29,Baseline,2235,
32721,35658,42636,30959,757830,2969911,521134,2773,11876,5295,4417,354223,298680,32520,36552,32921,2024-04-18 17:33:43,Baseline,2235,
32716,35668,42680,30981,758278,3004190,522924,2773,11879,5298,4404,354668,299243,32520,36520,32932,2024-04-18 17:33:58,Baseline,2235,
32718,35648,42656,30940,760699,3032816,521869,2775,11872,5300,4424,355249,299826,32523,36528,32902,2024-04-18 17:34:13,Baseline,2235,
32716,35653,42635,30955,759987,2982713,525470,2775,11876,5295,4402,355139,300248,32519,36531,32894,2024-04-18 17:34:28,Baseline,2235,
32720,35647,42645,30955,761230,2994976,522487,2775,11874,5299,4410,355668,300814,32515,36526,32948,2024-04-18 17:34:42,Baseline,2235,
32694,35677,42636,30978,761962,2983947,520507,2773,11879,5297,4397,355823,301266,32524,36503,32921,2024-04-18 17:34:57,Baseline,2235,
32710,35636,42600,30983,763046,2967577,519302,2776,11878,5298,4400,356162,301897,32519,36528,32956,2024-04-18 17:35:12,Baseline,2235,
32714,35639,42639,30919,763793,2999095,520821,2776,11880,5299,4394,356852,302409,32515,36444,32894,2024-04-18 17:35:27,Baseline,2235,
32738,35633,42613,30964,764531,2965818,519158,2774,11871,5298,4400,357502,302934,32512,36514,32945,2024-04-18 17:35:42,Baseline,2235,
32711,35624,42614,30952,767361,2964091,522074,2775,11879,5304,4406,358247,303529,32517,36501,32959,2024-04-18 17:35:56,Baseline,2235,
32719,35624,42621,30964,764174,2968806,521056,2773,11872,5295,4406,358752,304023,32514,36512,32913,2024-04-18 17:36:11,Baseline,2235,
32729,35637,42654,30975,763573,2963867,519543,2772,11880,5297,4402,359174,304605,32513,36526,32913,2024-04-18 17:36:26,Baseline,2235,
32710,35634,42725,30957,765197,2967113,520810,2775,11875,5295,4419,359526,305175,32517,36465,32929,2024-04-18 17:36:41,Baseline,2235,
32716,35657,42640,30948,765352,2958485,522651,2777,11876,5298,4415,360382,305779,32514,36486,32919,2024-04-18 17:36:56,Baseline,2235,
32710,35638,42715,31006,765816,2959189,521182,2775,11884,5292,4407,362126,306765,32508,36455,32910,2024-04-18 17:37:11,Baseline,2235,
32716,35636,42740,30950,764824,2961709,521169,2779,11878,5298,4403,363240,307454,32531,36390,32919,2024-04-18 17:37:26,Baseline,2235,
32714,35642,42711,31005,762227,2986816,522446,2776,11880,5301,4403,362854,308023,32518,36453,32881,2024-04-18 17:37:40,Baseline,2235,
32708,35617,42638,30989,764331,2961172,520575,2779,11881,5298,4403,363068,308534,32521,36444,32908,2024-04-18 17:37:55,Baseline,2235,
32720,35644,42675,30998,763407,3025662,521334,2779,11875,5297,4408,365373,309793,32498,36348,32908,2024-04-18 17:38:25,Baseline,2235,
32702,35644,42633,30913,764177,2987785,521084,2779,11879,5298,4416,365660,310880,32514,36301,32927,2024-04-18 17:38:54,Baseline,2235,
32697,35647,42640,31003,763836,2982535,518657,2782,11875,5304,4414,365526,311441,32523,36383,32929,2024-04-18 17:39:09,Baseline,2235,
32711,35618,42665,30896,764391,2996181,522533,2779,11878,5301,4406,364968,311847,32516,36337,32905,2024-04-18 17:39:24,Baseline,2235,
32720,35623,42698,30914,763072,2994730,521084,2778,11876,5298,4391,364329,312188,32517,36373,32921,2024-04-18 17:39:39,Baseline,2235,
32714,35627,42659,30952,764764,2960516,522638,2779,11877,5296,4394,363410,312435,32522,36316,32932,2024-04-18 17:39:56,Baseline,2235,
32705,35647,42655,30934,767768,2971444,520832,2779,11876,5299,4412,363366,312874,32519,36303,32908,2024-04-18 17:40:08,Baseline,2235,
32710,35669,42594,30949,761331,2981538,521875,2781,11878,5298,4403,362072,313209,32512,36314,32910,2024-04-18 17:40:23,Baseline,2235,
32697,35669,42640,30968,764041,3007771,521433,2778,11882,5298,4404,361182,313164,32523,36310,32908,2024-04-18 17:40:38,Baseline,2235,
32714,35668,42678,30960,763020,2981487,520276,2780,11877,5298,4398,360473,313452,32512,36322,32921,2024-04-18 17:40:53,Baseline,2235,
32710,35660,42677,30954,764815,2972747,518807,2779,11873,5301,4406,359596,313748,32521,36318,32881,2024-04-18 17:41:08,Baseline,2235,
32705,35658,42635,30967,763708,2951480,522382,2779,11878,5301,4414,358644,313846,32508,36327,32919,2024-04-18 17:41:22,Baseline,2235,
32709,35652,42743,30994,765106,3010794,520256,2781,11877,5297,4404,357421,314013,32509,36282,32908,2024-04-18 17:41:38,Baseline,2235,
32702,35644,42714,30948,763530,2971552,520687,2777,11877,5299,4395,356080,313824,32507,36264,32897,2024-04-18 17:41:52,Baseline,2235,
32717,35654,42697,30952,762441,2964264,521611,2781,11878,5297,4411,354564,314146,32502,36301,32927,2024-04-18 17:42:11,Baseline,2235,
32718,35659,42765,30943,761504,2995250,520085,2777,11874,5299,4403,353466,314244,32468,36287,32913,2024-04-18 17:42:24,Baseline,2235,
32715,35653,42740,30957,763094,2999757,521386,2780,11875,5302,4417,352694,314327,32466,36280,32956,2024-04-18 17:42:42,Baseline,2235,
32695,35645,42687,30933,763879,2980474,523746,2779,11887,5294,4389,351298,314234,32423,36224,33025,2024-04-18 17:42:55,Baseline,2235,
32695,35685,42663,30967,763872,2994600,524923,2777,11864,5293,4401,349855,314041,32385,36232,33089,2024-04-18 17:43:10,Baseline,2235,
32670,35634,42675,30950,760743,2981344,523960,2781,11871,5293,4405,349021,314083,32364,36213,33137,2024-04-18 17:44:06,Baseline,2235,
32684,35629,42696,30947,761096,2990497,521803,2784,11852,5298,4398,348146,313913,32330,36093,33226,2024-04-18 17:44:16,Baseline,2235,
32695,35619,42643,30987,763157,3013773,520885,2782,11852,5294,4407,347586,313892,32284,36079,33263,2024-04-18 17:44:23,Baseline,2235,
32671,35625,42686,30987,762413,2989962,521878,2783,11856,5286,4404,346934,313724,32246,36043,33346,2024-04-18 17:44:32,Baseline,2235,
32667,35601,42648,30977,758626,2979758,520640,2776,11859,5294,4416,345980,313962,32198,36022,33407,2024-04-18 17:44:41,Baseline,2235,
32665,35596,42606,30916,759486,2943456,521381,2782,11857,5287,4404,345944,313654,32161,36049,33434,2024-04-18 17:44:50,Baseline,2235,
32654,35608,42615,30930,762049,2948022,520940,2776,11844,5287,4404,345554,313513,32138,35982,33482,2024-04-18 17:44:57,Baseline,2235,
32654,35610,42656,30880,759843,2966576,518650,2787,11834,5283,4419,345515,313404,32092,35917,33495,2024-04-18 17:45:05,Baseline,2235,
32661,35606,42605,30948,761419,2974552,518085,2779,11843,5284,4402,344589,313366,32059,35917,33530,2024-04-18 17:45:19,Baseline,2235,
32655,35578,42632,30893,757902,2957911,519547,2779,11836,5284,4409,344413,313499,32013,35946,33554,2024-04-18 17:45:34,Baseline,2235,
32662,35577,42602,30949,754067,2977059,522452,2778,11843,5280,4402,344047,313449,32001,35873,33530,2024-04-18 17:45:49,Baseline,2235,
32665,35598,42624,30910,755658,2979809,521727,2776,11844,5280,4414,343482,313521,31974,35982,33522,2024-04-18 17:46:19,Baseline,2235,
32651,35579,42608,30924,761217,2968566,521486,2776,11852,5285,4416,343033,313340,31977,35976,33495,2024-04-18 17:46:33,Baseline,2235,
32668,35606,42648,30960,761761,3001306,520665,2774,11853,5286,4425,343242,313678,31978,35959,33437,2024-04-18 17:46:49,Baseline,2235,
32674,35589,42635,30930,761606,2959649,519771,2780,11851,5284,4423,343829,313857,31966,36018,33391,2024-04-18 17:47:03,Baseline,2235,
32663,35606,42637,30922,762298,2940896,521775,2780,11853,5289,4420,343919,314042,31976,36081,33362,2024-04-18 17:47:18,Baseline,2235,
32689,35604,42660,30916,763765,2970614,521375,2779,11847,5287,4408,344157,314197,31969,36095,33372,2024-04-18 17:47:33,Baseline,2235,
32671,35613,42639,30980,765382,2955209,519617,2779,11855,5290,4408,344279,314377,31989,36068,33367,2024-04-18 17:47:48,Baseline,2235,
32674,35586,42641,30964,760559,2952576,517982,2780,11857,5292,4417,344609,314703,31972,36100,33356,2024-04-18 17:48:02,Baseline,2235,
32669,35620,42639,30946,761013,2974024,518150,2782,11858,5291,4410,344949,314942,31973,36058,33324,2024-04-18 17:48:17,Baseline,2235,
32683,35618,42701,30939,760635,2957338,519778,2783,11859,5290,4429,345212,315194,31978,36091,33311,2024-04-18 17:48:32,Baseline,2235,
32691,35609,42684,30926,762366,2950241,519955,2781,11861,5290,4428,345013,315304,31967,36095,33311,2024-04-18 17:48:51,Baseline,2235,
32687,35606,42653,30924,762893,2935003,519119,2781,11865,5294,4430,345163,315528,31966,36110,33292,2024-04-18 17:49:01,Baseline,2235,
32684,35614,42667,30916,759823,2924034,518933,2781,11863,5289,4425,344510,315535,31961,36093,33284,2024-04-18 17:49:17,Baseline,2235,
32683,35609,42678,30881,763331,2964874,516298,2779,11862,5294,4417,344065,315706,31956,36100,33284,2024-04-18 17:49:31,Baseline,2235,
32691,35612,42691,30931,763625,2920628,514979,2781,11865,5294,4410,344099,315902,31961,36093,33284,2024-04-18 17:49:46,Baseline,2235,
32704,35591,42700,30909,760634,2914962,516009,2780,11869,5293,4423,343971,316153,31961,36163,33282,2024-04-18 17:50:01,Baseline,2235,
32698,35610,42685,30962,762274,2939699,518062,2783,11867,5293,4404,343787,316083,31946,36156,33242,2024-04-18 17:50:16,Baseline,2235,
32699,35606,42689,30996,759667,2913866,517597,2784,11870,5290,4406,343635,316337,31947,36116,33234,2024-04-18 17:50:31,Baseline,2235,
32686,35591,42659,30904,762864,2940278,514435,2783,11867,5295,4416,343370,316384,31936,36081,33226,2024-04-18 17:50:45,Baseline,2235,
32695,35605,42669,30936,760927,2929421,515068,2785,11867,5294,4421,342986,316495,31913,36100,33239,2024-04-18 17:51:00,Baseline,2235,
32688,35591,42670,30901,761767,2921930,516004,2785,11869,5292,4422,342652,316490,31894,36047,33223,2024-04-18 17:51:15,Baseline,2235,
32686,35630,42610,30968,759766,2975514,516704,2783,11870,5297,4414,342823,316712,31902,36114,33207,2024-04-18 17:51:30,Baseline,2235,
32694,35615,42697,30952,760419,2979177,516994,2783,11869,5294,4405,342117,316716,31889,36131,33234,2024-04-18 17:51:45,Baseline,2235,
32708,35616,42701,30925,758824,2911694,517754,2787,11869,5291,4426,341912,316803,31893,36045,33188,2024-04-18 17:51:59,Baseline,2235,
32698,35635,42684,30944,762638,2941190,516322,2789,11874,5295,4426,341212,316851,31890,36127,33223,2024-04-18 17:52:14,Baseline,2235,
32693,35609,42677,30966,760179,2933255,519474,2784,11870,5294,4419,341194,317022,31871,36114,33223,2024-04-18 17:52:29,Baseline,2235,
32680,35605,42697,31005,764630,2963253,519310,2782,11868,5295,4411,341381,316966,31865,36087,33186,2024-04-18 17:52:44,Baseline,2235,
32687,35616,42668,31007,759966,2980791,517503,2781,11868,5295,4419,341197,317236,31865,36072,33191,2024-04-18 17:52:59,Baseline,2235,
32716,35632,42677,30965,762972,2975353,518685,2785,11871,5296,4418,340666,317229,31846,36072,33191,2024-04-18 17:53:14,Baseline,2235,
32709,35616,42684,30988,761630,2970712,518439,2782,11870,5298,4414,341343,317514,31858,36102,33199,2024-04-18 17:53:28,Baseline,2235,
32713,35614,42679,30963,763183,2952398,517103,2784,11869,5291,4402,342087,317784,31843,36091,33188,2024-04-18 17:53:43,Baseline,2235,
32710,35613,42713,30962,762858,2959100,520015,2782,11874,5292,4427,341592,317972,31838,36140,33207,2024-04-18 17:53:58,Baseline,2235,
32698,35619,42690,30986,761586,2987367,519018,2784,11876,5298,4404,341575,318228,31831,36062,33220,2024-04-18 17:54:13,Baseline,2235,
32713,35607,42625,30990,763076,2962757,515220,2782,11876,5294,4408,341453,318309,31824,36087,33183,2024-04-18 17:54:27,Baseline,2235,
32716,35603,42707,30979,764096,2954059,518471,2780,11872,5299,4412,341470,318574,31814,36118,33199,2024-04-18 17:54:42,Baseline,2235,
32717,35615,42708,30987,761048,2940774,517291,2783,11876,5296,4433,341974,318799,31808,36106,33175,2024-04-18 17:54:57,Baseline,2235,
32713,35620,42695,30971,765347,2959935,513949,2785,11873,5298,4409,342041,319029,31805,36081,33156,2024-04-18 17:55:12,Baseline,2235,
32706,35595,42683,30986,763736,2978118,516008,2789,11871,5295,4412,342631,319222,31799,36100,33191,2024-04-18 17:55:27,Baseline,2235,
32705,35620,42679,30946,763910,2973825,515054,2787,11875,5298,4426,342981,319299,31788,36089,33135,2024-04-18 17:55:42,Baseline,2235,
32705,35617,42651,30976,765082,2914938,513455,2783,11872,5298,4409,342698,319632,31775,36057,33148,2024-04-18 17:55:56,Baseline,2235,
32707,35582,42680,30918,762747,2971927,514972,2783,11876,5296,4416,342999,319851,31772,36085,33148,2024-04-18 17:56:11,Baseline,2235,
32696,35627,42679,30937,763585,2991353,515493,2784,11878,5297,4422,344239,320246,31770,36013,33148,2024-04-18 17:56:26,Baseline,2235,
32709,35603,42778,30996,764805,3001092,515142,2786,11875,5296,4423,344857,320577,31752,36068,33153,2024-04-18 17:56:41,Baseline,2235,
32691,35599,42723,30977,760225,2987799,515075,2785,11873,5296,4419,345165,320840,31752,36119,33113,2024-04-18 17:56:56,Baseline,2235,
32697,35609,42733,30972,763490,2981795,513829,2786,11876,5298,4413,345820,321092,31751,36032,33175,2024-04-18 17:57:11,Baseline,2235,
32689,35612,42698,30956,759787,2960468,516634,2794,11876,5300,4425,346011,321709,31735,36003,33164,2024-04-18 17:57:25,Baseline,2235,
32693,35606,42698,30886,762040,2977377,517082,2787,11876,5297,4423,346526,321797,31730,35975,33164,2024-04-18 17:57:40,Baseline,2235,
32702,35612,42699,30911,762756,2976322,516235,2784,11873,5300,4429,346893,322196,31730,36045,33148,2024-04-18 17:57:55,Baseline,2235,
32706,35598,42723,30961,763446,2992499,513006,2788,11875,5297,4419,347015,322267,31721,35955,33159,2024-04-18 17:58:10,Baseline,2235,
32709,35620,42705,30940,760503,2976209,514039,2785,11883,5299,4421,347196,322718,31723,35984,33156,2024-04-18 17:58:24,Baseline,2235,
32697,35619,42704,30950,762281,2967408,513368,2789,11874,5298,4429,347315,322980,31713,35975,33162,2024-04-18 17:58:39,Baseline,2235,
32704,35596,42667,30959,760989,2972942,516120,2787,11872,5298,4428,347228,323167,31669,36011,33153,2024-04-18 17:58:54,Baseline,2235,
32700,35592,42709,30985,766006,2932633,518972,2786,11878,5301,4424,347801,323457,31657,35984,33156,2024-04-18 17:59:09,Baseline,2235,
32697,35609,42691,31006,766012,2961524,515397,2783,11880,5300,4430,348697,323816,31658,35984,33145,2024-04-18 17:59:24,Baseline,2235,
32688,35621,42772,30962,763522,2970756,519787,2784,11882,5297,4428,349099,324183,31667,35959,33178,2024-04-18 17:59:38,Baseline,2235,
32684,35611,42724,30961,762526,2979094,518287,2785,11876,5300,4433,349393,324371,31655,35931,33175,2024-04-18 17:59:53,Baseline,2235,
32693,35628,42700,30915,765800,2936122,520319,2789,11878,5297,4438,374880,331300,31678,35921,33148,2024-04-18 18:01:37,K 9 Stool Sample,2237,
32683,35626,42677,30957,764538,2949981,519138,2784,11878,5299,4421,377928,331944,31698,35933,33162,2024-04-18 18:01:52,K 9 Stool Sample,2237,
32684,35635,42692,30943,760536,2979862,519533,2787,11876,5299,4427,379540,332014,31713,35915,33132,2024-04-18 18:02:07,K 9 Stool Sample,2237,
32690,35625,42716,30929,762673,2977691,519797,2794,11873,5299,4417,379650,331329,31707,35980,33159,2024-04-18 18:02:21,K 9 Stool Sample,2237,
32689,35620,42706,30980,761910,2975191,518298,2789,11878,5297,4426,378540,329925,31736,36045,33153,2024-04-18 18:02:39,K 9 Stool Sample,2237,
32680,35604,42698,30915,762348,2983358,519476,2794,11877,5298,4408,376716,328142,31728,36066,33170,2024-04-18 18:02:55,K 9 Stool Sample,2237,
32691,35628,42727,30947,763053,2965703,519530,2791,11881,5300,4433,374241,325364,31724,36076,33186,2024-04-18 18:03:17,K 9 Stool Sample,2237,
32675,35583,42674,30942,762675,2984795,519723,2777,11868,5293,4432,367885,318508,31703,36055,33295,2024-04-18 18:03:41,K 9 Stool Sample,2237,
32676,35609,42647,30928,760960,2978837,517151,2786,11870,5298,4432,364281,314781,31660,36079,33383,2024-04-18 18:03:57,K 9 Stool Sample,2237,
32653,35581,42683,30906,759609,2968458,516430,2792,11864,5295,4424,360914,310947,31641,36064,33445,2024-04-18 18:04:13,K 9 Stool Sample,2237,
32641,35596,42687,30871,761972,2973565,516822,2790,11863,5285,4427,357830,306849,31622,36068,33477,2024-04-18 18:04:55,K 9 Stool Sample,2237,
32646,35608,42680,30904,764239,2972102,518303,2779,11856,5286,4432,351114,298047,31551,36079,33586,2024-04-18 18:05:07,K 9 Stool Sample,2237,
32649,35616,42618,30917,765268,2929546,519290,2790,11855,5294,4418,347956,294341,31507,36036,33664,2024-04-18 18:05:19,K 9 Stool Sample,2237,
32648,35583,42645,30887,764268,2934770,519583,2788,11855,5283,4435,344262,290369,31486,36066,33714,2024-04-18 18:05:27,K 9 Stool Sample,2237,
32645,35587,42692,30930,765966,2978072,521520,2786,11848,5289,4417,340051,285626,31456,36177,33738,2024-04-18 18:05:35,K 9 Stool Sample,2237,
32660,35547,42641,30897,762734,2998615,517021,2779,11852,5287,4414,335750,280666,31414,36135,33789,2024-04-18 18:05:49,K 9 Stool Sample,2237,
32650,35566,42579,30957,764085,2960507,517751,2786,11850,5288,4428,331888,275843,31384,36152,33826,2024-04-18 18:06:03,K 9 Stool Sample,2237,
