ARRAY_S0,ARRAY_S1,ARRAY_S2,ARRAY_S3,ARRAY_S4,ARRAY_S5,ARRAY_S6,ARRAY_S7,ARRAY_S8,ARRAY_S9,MOX_1,MOX_2,MOX_3,MOX_4,SHT_HUMID,SHT_TEMP,DATETIME,CLASS_NAME,SAMPLE_INDEX,
31282,33917,40539,29845,743574,3020863,523225,2646,11448,5108,7428,146358,224905,6521,36720,30280,2024-04-23 17:50:03,K 9 Stool Sample,2430,
31283,33923,40496,29846,745690,2997301,524094,2646,11453,5108,7459,145558,224461,6509,36745,30299,2024-04-23 17:50:18,Sample Chamber venting,2432,
31283,33891,40539,29836,741530,2994054,520570,2649,11453,5105,7459,144798,223801,6501,36795,30278,2024-04-23 17:50:33,Sample Chamber venting,2432,
31292,33913,40568,29836,744147,2965514,525215,2647,11459,5107,7429,143239,222495,6482,36896,30307,2024-04-23 17:51:02,Sample Chamber venting,2432,
31267,33928,40508,29850,743950,2992608,523630,2650,11458,5107,7441,145387,222577,6476,36892,30320,2024-04-23 17:51:17,Sample Chamber venting,2432,
31271,33926,40524,29855,741744,2984678,521154,2644,11455,5110,7442,151088,223972,6459,36848,30302,2024-04-23 17:51:32,Sample Chamber venting,2432,
31275,33925,40506,29861,744339,2985660,521544,2649,11455,5113,7424,156985,225714,6454,36751,30288,2024-04-23 17:51:47,Sample Chamber venting,2432,
31263,33926,40497,29829,744679,2982569,521222,2651,11451,5105,7420,162186,227396,6448,36821,30323,2024-04-23 17:52:02,Sample Chamber venting,2432,
31285,33922,40486,29853,742569,2950198,520283,2649,11456,5109,7417,165998,229020,6439,36928,30339,2024-04-23 17:52:17,Baseline,2434,
31273,33931,40506,29839,744474,3000107,525304,2649,11457,5106,7438,241248,248532,6439,36964,30307,2024-04-23 17:52:31,Baseline,2434,
31271,33922,40510,29903,742406,3016813,525733,2645,11454,5109,7406,303162,264322,6442,36785,30286,2024-04-23 17:52:46,Baseline,2434,
31265,33926,40503,29858,741248,2981611,523989,2642,11448,5106,7426,326777,273587,6446,36730,30304,2024-04-23 17:53:01,Baseline,2434,
31257,33919,40490,29846,740375,3005129,525545,2646,11447,5102,7420,335117,279926,6447,36715,30312,2024-04-23 17:53:16,Baseline,2434,
31253,33923,40502,29849,742972,2990407,523449,2647,11444,5102,7422,337013,284802,6447,36669,30312,2024-04-23 17:53:30,Baseline,2434,
31264,33956,40480,29840,738422,2985346,523371,2648,11443,5106,7443,336882,288812,6450,36673,30323,2024-04-23 17:53:45,Baseline,2434,
31269,33918,40483,29837,741539,2951413,524321,2649,11441,5103,7431,336322,292280,6450,36638,30334,2024-04-23 17:54:00,Baseline,2434,
31260,33896,40434,29852,741122,3009114,524698,2646,11441,5102,7450,335543,295209,6457,36570,30328,2024-04-23 17:54:15,Baseline,2434,
31254,33927,40489,29850,740941,3003290,525253,2646,11441,5103,7427,334713,297993,6460,36589,30368,2024-04-23 17:54:30,Baseline,2434,
31253,33923,40435,29851,740661,3014090,523409,2646,11438,5099,7430,333931,300508,6458,36600,30336,2024-04-23 17:54:45,Baseline,2434,
31264,33906,40454,29827,738633,2999137,522117,2650,11440,5104,7426,332973,302693,6458,36554,30334,2024-04-23 17:55:00,Baseline,2434,
31256,33923,40408,29795,740070,3001683,523852,2644,11441,5102,7420,331921,304577,6460,36535,30336,2024-04-23 17:55:14,Baseline,2434,
31250,33904,40439,29847,740541,3000773,523851,2647,11437,5105,7424,331579,306572,6460,36503,30336,2024-04-23 17:55:29,K 9 Stool Sample,2436,
31236,33878,40464,29810,742163,2982263,523800,2645,11444,5096,7430,330949,308301,6462,36484,30363,2024-04-23 17:55:44,K 9 Stool Sample,2436,
31236,33908,40469,29784,742185,2977450,522115,2645,11441,5100,7427,330529,309884,6464,36541,30371,2024-04-23 17:55:59,K 9 Stool Sample,2436,
31245,33880,40477,29783,740438,2999745,522313,2643,11436,5104,7429,333485,311972,6468,36507,30368,2024-04-23 17:56:13,K 9 Stool Sample,2436,
31261,33896,40483,29843,742812,2984302,523786,2645,11442,5100,7444,335560,313902,6471,36591,30382,2024-04-23 17:56:28,K 9 Stool Sample,2436,
31263,33906,40491,29780,741732,3013528,524822,2646,11435,5102,7426,337789,315705,6472,36526,30374,2024-04-23 17:56:43,K 9 Stool Sample,2436,
31261,33929,40437,29815,741909,3011736,522766,2644,11437,5099,7437,339092,317257,6474,36572,30387,2024-04-23 17:56:58,K 9 Stool Sample,2436,
31254,33914,40434,29834,742105,3016681,520818,2648,11438,5100,7413,339941,318533,6476,36583,30392,2024-04-23 17:57:13,K 9 Stool Sample,2436,
31249,33911,40462,29805,740836,2991856,524829,2642,11443,5100,7423,339577,319738,6477,36669,30403,2024-04-23 17:57:28,K 9 Stool Sample,2436,
31264,33930,40476,29797,741541,2976570,521199,2647,11442,5100,7434,338750,320354,6478,36657,30430,2024-04-23 17:57:43,K 9 Stool Sample,2436,
31278,33946,40494,29803,740808,3004164,522436,2643,11437,5103,7428,337809,320739,6481,36722,30400,2024-04-23 17:57:57,K 9 Stool Sample,2436,
31255,33937,40469,29829,744080,3044024,520923,2638,11440,5103,7427,336198,321027,6485,36776,30419,2024-04-23 17:58:12,K 9 Stool Sample,2436,
31263,33929,40495,29807,742263,3014830,525127,2642,11435,5101,7427,334505,320938,6487,36810,30414,2024-04-23 17:58:27,K 9 Stool Sample,2436,
31264,33938,40491,29809,741662,3000618,524817,2644,11439,5103,7450,332255,320735,6489,36810,30451,2024-04-23 17:58:42,K 9 Stool Sample,2436,
31260,33934,40466,29816,741962,2982553,522559,2644,11446,5100,7432,330360,320423,6490,36877,30430,2024-04-23 17:58:57,K 9 Stool Sample,2436,
31266,33932,40480,29797,742802,3019392,522797,2643,11438,5100,7437,327697,319752,6496,36886,30435,2024-04-23 17:59:11,K 9 Stool Sample,2436,
31277,33930,40513,29828,742933,2993823,521600,2643,11442,5099,7444,325474,319217,6499,36898,30432,2024-04-23 17:59:26,K 9 Stool Sample,2436,
31260,33936,40484,29812,742060,2997998,521265,2650,11438,5100,7431,322427,318571,6501,36978,30448,2024-04-23 17:59:41,K 9 Stool Sample,2436,
31273,33944,40394,29828,739830,3007287,522208,2643,11438,5102,7437,319621,317479,6505,36999,30435,2024-04-23 17:59:56,K 9 Stool Sample,2436,
31261,33923,40475,29825,743417,3019124,524422,2641,11441,5102,7437,317064,316781,6504,37046,30448,2024-04-23 18:00:11,K 9 Stool Sample,2436,
31257,33921,40443,29858,745013,3025916,522953,2646,11444,5097,7450,314587,315639,6504,37056,30486,2024-04-23 18:00:25,K 9 Stool Sample,2436,
31275,33942,40425,29844,740622,3039764,523821,2643,11445,5099,7427,302233,312309,6507,36894,30481,2024-04-23 18:00:40,K 9 Stool Sample,2436,
31262,33927,40486,29846,742310,2999637,522638,2641,11444,5100,7452,312334,314280,6510,36953,30478,2024-04-23 18:00:55,Baseline,2438,
31266,33936,40437,29872,741717,3040658,521495,2643,11442,5099,7430,321435,316695,6510,36900,30454,2024-04-23 18:01:10,Baseline,2438,
31247,33941,40477,29801,740448,2999688,521266,2643,11441,5096,7435,327298,318335,6517,36869,30521,2024-04-23 18:01:25,Baseline,2438,
31240,33940,40433,29846,742156,3022340,523487,2640,11439,5097,7416,330370,319577,6516,36844,30518,2024-04-23 18:01:40,Baseline,2438,
31253,33944,40495,29819,742763,3009334,524818,2645,11438,5099,7436,331605,320505,6521,36806,30521,2024-04-23 18:01:54,Baseline,2438,
31245,33932,40527,29798,741647,3021767,522750,2644,11432,5101,7433,331806,321399,6526,36789,30521,2024-04-23 18:02:09,Baseline,2438,
31241,33940,40540,29833,744685,2998956,523284,2643,11436,5100,7447,331146,321930,6522,36823,30515,2024-04-23 18:02:24,Baseline,2438,
31251,33945,40491,29802,744652,3010526,522905,2644,11440,5103,7421,330305,322401,6526,36787,30499,2024-04-23 18:02:39,Baseline,2438,
31251,33943,40494,29791,747105,3010777,522154,2641,11436,5098,7449,328926,322669,6528,36751,30513,2024-04-23 18:02:54,Baseline,2438,
31246,33934,40497,29827,741720,2990886,521163,2645,11434,5099,7408,325702,323114,6528,36718,30515,2024-04-23 18:03:23,Baseline,2438,
31243,33916,40522,29853,742549,3010202,517956,2642,11433,5097,7435,323515,322869,6534,36676,30499,2024-04-23 18:03:39,Baseline,2438,
31255,33920,40497,29835,743768,2983723,524386,2644,11437,5100,7419,321377,322862,6539,36713,30521,2024-04-23 18:03:53,Baseline,2438,
31254,33932,40504,29817,743758,3004569,520907,2642,11434,5090,7436,319292,322776,6539,36676,30510,2024-04-23 18:04:08,Baseline,2438,
31240,33913,40464,29788,741808,2985788,519594,2643,11432,5102,7411,316951,322378,6540,36709,30539,2024-04-23 18:04:23,Baseline,2438,
31247,33905,40480,29820,742644,3016744,523148,2641,11437,5096,7412,314650,322194,6537,36699,30513,2024-04-23 18:04:37,Baseline,2438,
31240,33930,40487,29812,744642,3002934,523210,2643,11433,5099,7426,312409,321949,6541,36661,30521,2024-04-23 18:04:52,Baseline,2438,
31263,33909,40477,29779,745398,2971604,519355,2644,11434,5100,7407,310496,321658,6544,36652,30577,2024-04-23 18:05:07,K 9 Stool Sample,2440,
31248,33892,40455,29791,743579,2976597,523687,2641,11429,5103,7426,308370,321193,6549,36676,30550,2024-04-23 18:05:22,K 9 Stool Sample,2440,
31246,33897,40456,29789,742165,2984059,523132,2643,11433,5097,7428,301103,319415,6545,36665,30593,2024-04-23 18:05:37,K 9 Stool Sample,2440,
31258,33890,40450,29768,745392,2993788,523525,2640,11435,5097,7406,307000,320740,6549,36673,30569,2024-04-23 18:05:51,K 9 Stool Sample,2440,
31245,33891,40417,29750,744281,2973127,521816,2642,11427,5095,7416,312687,321786,6551,36699,30603,2024-04-23 18:06:06,K 9 Stool Sample,2440,
31238,33897,40444,29765,742727,2974943,522434,2641,11428,5094,7425,316382,322988,6551,36617,30574,2024-04-23 18:06:21,K 9 Stool Sample,2440,
31251,33903,40495,29805,742471,2983670,520693,2645,11431,5100,7417,318245,323518,6555,36686,30587,2024-04-23 18:06:36,K 9 Stool Sample,2440,
31242,33906,40489,29803,744791,2975110,523243,2645,11433,5099,7420,318372,323804,6552,36764,30585,2024-04-23 18:06:51,K 9 Stool Sample,2440,
31248,33888,40437,29772,744280,2972340,521144,2642,11435,5095,7431,317581,323697,6558,36865,30595,2024-04-23 18:07:06,K 9 Stool Sample,2440,
31243,33884,40446,29798,744454,2971405,520429,2641,11435,5098,7400,316136,323275,6559,36798,30569,2024-04-23 18:07:20,K 9 Stool Sample,2440,
31240,33884,40423,29792,744418,2974686,518159,2643,11433,5099,7409,314438,322437,6564,36854,30595,2024-04-23 18:07:35,K 9 Stool Sample,2440,
31238,33909,40472,29725,743725,3025931,522550,2643,11430,5096,7399,312220,321678,6563,36949,30609,2024-04-23 18:07:51,K 9 Stool Sample,2440,
31239,33866,40487,29810,743813,2967439,523761,2639,11431,5096,7421,309886,320601,6570,36942,30585,2024-04-23 18:08:05,K 9 Stool Sample,2440,
31242,33895,40462,29756,743056,2990750,522379,2640,11432,5095,7408,307775,319469,6568,37004,30590,2024-04-23 18:08:20,K 9 Stool Sample,2440,
31228,33893,40476,29813,743028,2989696,521765,2641,11431,5100,7419,305381,318357,6565,36974,30622,2024-04-23 18:08:35,K 9 Stool Sample,2440,
31250,33889,40498,29800,742459,2973269,522567,2640,11432,5099,7422,302756,316931,6573,37087,30627,2024-04-23 18:08:49,K 9 Stool Sample,2440,
31238,33890,40439,29767,743706,2974017,522808,2640,11438,5101,7428,300205,315611,6575,37119,30638,2024-04-23 18:09:04,K 9 Stool Sample,2440,
31248,33918,40434,29805,744300,2981776,520470,2642,11438,5097,7434,297616,314134,6573,37199,30651,2024-04-23 18:09:19,K 9 Stool Sample,2440,
31234,33913,40514,29750,743435,2998250,521675,2642,11435,5100,7430,295066,312721,6571,37210,30635,2024-04-23 18:09:34,K 9 Stool Sample,2440,
31229,33925,40469,29785,743856,3029235,521230,2642,11443,5102,7432,292825,310974,6573,37312,30643,2024-04-23 18:09:49,K 9 Stool Sample,2440,
31240,33915,40462,29813,744853,2986630,521853,2640,11442,5103,7430,290569,309439,6574,37312,30657,2024-04-23 18:10:03,K 9 Stool Sample,2440,
31238,33909,40512,29836,739960,3012234,522534,2643,11440,5100,7433,288583,307747,6577,37357,30651,2024-04-23 18:10:18,K 9 Stool Sample,2440,
31232,33878,40502,29800,743621,3031117,520234,2644,11432,5097,7419,315267,314090,6584,37024,30675,2024-04-23 18:12:32,K 9 Stool Sample,2442,
31239,33901,40443,29802,743546,2996336,523919,2643,11431,5099,7408,314328,314219,6593,36972,30678,2024-04-23 18:12:46,K 9 Stool Sample,2442,
31241,33923,40487,29847,742250,3020598,523708,2643,11431,5101,7428,313461,314363,6589,37041,30697,2024-04-23 18:13:01,K 9 Stool Sample,2442,
31246,33917,40503,29849,741821,3020164,522330,2642,11429,5091,7427,311646,314436,6592,36806,30686,2024-04-23 18:13:16,K 9 Stool Sample,2442,
31243,33896,40520,29798,739919,3003105,522335,2641,11429,5098,7411,310977,314517,6594,36747,30691,2024-04-23 18:13:31,K 9 Stool Sample,2442,
31239,33912,40471,29819,745376,2980300,519351,2642,11434,5098,7399,334257,320242,6601,36802,30691,2024-04-23 18:13:46,K 9 Stool Sample,2442,
31217,33911,40511,29751,740762,2970284,522953,2640,11432,5095,7423,362427,326985,6602,36657,30702,2024-04-23 18:14:01,K 9 Stool Sample,2442,
31235,33913,40513,29817,743008,2993662,518778,2648,11422,5092,7407,386697,335811,6612,36585,30710,2024-04-23 18:14:30,K 9 Stool Sample,2442,
31233,33930,40505,29805,744730,3032768,517844,2641,11427,5092,7401,389016,338383,6619,36499,30724,2024-04-23 18:14:45,K 9 Stool Sample,2442,
31236,33876,40472,29785,744127,2989163,522699,2642,11422,5092,7404,389154,340304,6622,36520,30732,2024-04-23 18:15:00,K 9 Stool Sample,2442,
31240,33915,40462,29813,744853,2986630,521853,2640,11442,5103,7430,290569,309439,6574,37312,30657,2024-04-23 18:10:03,Sample Chamber venting,2443,
31238,33909,40512,29836,739960,3012234,522534,2643,11440,5100,7433,288583,307747,6577,37357,30651,2024-04-23 18:10:18,Sample Chamber venting,2443,
31233,33901,40479,29801,741567,2977755,521451,2643,11441,5100,7437,293448,306795,6575,37195,30665,2024-04-23 18:10:48,Sample Chamber venting,2443,
31232,33918,40447,29792,742161,3000614,521724,2641,11439,5100,7423,301692,308638,6575,37117,30651,2024-04-23 18:11:03,Sample Chamber venting,2443,
31232,33910,40484,29819,742021,2995976,523362,2639,11437,5099,7420,308119,310160,6580,37104,30675,2024-04-23 18:11:18,Sample Chamber venting,2443,
31231,33925,40518,29784,741137,2989609,521938,2643,11437,5100,7433,312033,311415,6577,37035,30683,2024-04-23 18:11:32,Sample Chamber venting,2443,
31231,33918,40472,29793,743929,2991179,520258,2644,11439,5098,7418,314483,312461,6579,37054,30691,2024-04-23 18:11:47,Sample Chamber venting,2443,
31249,33917,40447,29775,742929,3002330,520066,2646,11437,5095,7442,315684,313239,6581,37029,30675,2024-04-23 18:12:02,Sample Chamber venting,2443,
31230,33930,40443,29815,743239,3012662,522047,2640,11434,5102,7423,315758,313679,6588,37066,30686,2024-04-23 18:12:17,Sample Chamber venting,2443,
31232,33878,40502,29800,743621,3031117,520234,2644,11432,5097,7419,315267,314090,6584,37024,30675,2024-04-23 18:12:32,Sample Chamber venting,2443,
31234,33932,40460,29828,744204,2990793,523362,2645,11426,5095,7416,387959,341982,6626,36470,30721,2024-04-23 18:15:15,K 9 Stool Sample,2446,
31228,33899,40501,29776,743099,2970920,522154,2642,11430,5091,7422,386080,343199,6629,36486,30710,2024-04-23 18:15:29,K 9 Stool Sample,2446,
31230,33920,40456,29788,742300,2983335,519340,2641,11421,5094,7435,384316,344075,6635,36497,30702,2024-04-23 18:15:44,K 9 Stool Sample,2446,
31232,33923,40483,29734,740206,2953833,522829,2645,11420,5095,7414,381506,345003,6637,36514,30716,2024-04-23 18:15:59,K 9 Stool Sample,2446,
31243,33913,40478,29770,742251,2997939,518933,2640,11416,5093,7412,378998,345646,6643,36457,30718,2024-04-23 18:16:14,K 9 Stool Sample,2446,
31236,33924,40456,29791,743540,2950512,521409,2643,11418,5091,7422,373180,345369,6649,36512,30753,2024-04-23 18:16:29,K 9 Stool Sample,2446,
31237,33913,40536,29788,741053,2983547,521364,2641,11418,5091,7410,375065,346669,6652,36545,30681,2024-04-23 18:16:44,K 9 Stool Sample,2446,
31237,33884,40509,29806,741962,2975532,522330,2639,11427,5092,7414,376195,347721,6660,36533,30745,2024-04-23 18:16:58,K 9 Stool Sample,2446,
31226,33919,40420,29736,737683,2976896,521353,2642,11421,5091,7421,376560,348538,6663,36469,30724,2024-04-23 18:17:13,K 9 Stool Sample,2446,
31229,33897,40448,29779,741160,2976398,521386,2641,11420,5092,7426,375806,349131,6673,36539,30740,2024-04-23 18:17:28,K 9 Stool Sample,2446,
31222,33938,40466,29776,741525,3027939,521588,2642,11421,5091,7419,374447,349619,6675,36560,30716,2024-04-23 18:17:43,K 9 Stool Sample,2446,
31213,33921,40401,29810,738861,3004958,521110,2645,11419,5091,7412,372207,349659,6678,36579,30740,2024-04-23 18:17:58,K 9 Stool Sample,2446,
31243,33895,40417,29810,739955,3016188,522891,2639,11421,5092,7415,368995,349255,6678,36552,30761,2024-04-23 18:18:12,K 9 Stool Sample,2446,
31219,33918,40418,29773,744722,2991711,520939,2641,11417,5092,7411,366155,348708,6685,36655,30734,2024-04-23 18:18:27,K 9 Stool Sample,2446,
31226,33899,40408,29773,743158,3018757,521489,2641,11425,5087,7416,362383,347991,6689,36646,30756,2024-04-23 18:18:42,K 9 Stool Sample,2446,
31225,33906,40418,29747,742871,2985304,522597,2643,11417,5095,7432,359199,347108,6692,36690,30750,2024-04-23 18:18:57,K 9 Stool Sample,2446,
31215,33904,40467,29784,742311,3000909,521664,2638,11420,5090,7413,355888,346096,6699,36688,30742,2024-04-23 18:19:12,K 9 Stool Sample,2446,
31215,33895,40465,29778,743611,2983614,517230,2641,11422,5093,7418,352377,345005,6702,36715,30758,2024-04-23 18:19:26,K 9 Stool Sample,2446,
31220,33903,40478,29790,740726,2998679,523187,2641,11423,5091,7422,349071,343899,6703,36732,30766,2024-04-23 18:19:41,K 9 Stool Sample,2446,
31232,33908,40448,29761,740185,3002778,522395,2640,11421,5090,7415,345923,342552,6710,36770,30780,2024-04-23 18:19:56,K 9 Stool Sample,2446,
31236,33901,40433,29805,742442,2998966,523375,2644,11417,5093,7422,342422,341172,6711,36806,30774,2024-04-23 18:20:11,K 9 Stool Sample,2446,
31236,33901,40433,29805,742442,2998966,523375,2644,11417,5093,7422,342422,341172,6711,36806,30774,2024-04-23 18:20:11,Baseline,2448,
31239,33908,40379,29788,744715,3002226,522355,2642,11421,5092,7408,338879,339970,6715,36901,30737,2024-04-23 18:20:26,Baseline,2448,
31239,33898,40439,29801,743452,3001574,523206,2638,11421,5094,7406,336851,338690,6718,36856,30782,2024-04-23 18:20:41,Baseline,2448,
31239,33920,40458,29742,741905,2971548,522421,2643,11422,5091,7418,340052,338692,6720,36789,30796,2024-04-23 18:20:55,Baseline,2448,
31220,33899,40456,29760,738646,2991421,523547,2638,11421,5095,7418,343891,339670,6725,36739,30750,2024-04-23 18:21:10,Baseline,2448,
31232,33903,40444,29709,740059,3008539,520594,2642,11423,5092,7436,345834,340022,6727,36745,30801,2024-04-23 18:21:25,Baseline,2448,
31220,33893,40424,29783,741950,2999653,519721,2641,11416,5091,7416,346439,340242,6735,36690,30809,2024-04-23 18:21:40,Baseline,2448,
31225,33900,40415,29748,739145,3001431,521956,2641,11420,5091,7417,346224,340342,6734,36707,30788,2024-04-23 18:21:55,Baseline,2448,
31238,33887,40459,29772,739287,3022974,521634,2643,11421,5092,7416,345426,340358,6737,36699,30788,2024-04-23 18:22:10,Baseline,2448,
31229,33891,40444,29772,740246,2961923,520369,2642,11415,5090,7411,343871,340093,6737,36682,30793,2024-04-23 18:22:24,Baseline,2448,
31224,33905,40404,29779,740496,3042321,521385,2641,11416,5090,7422,342096,339995,6746,36684,30801,2024-04-23 18:22:39,Baseline,2448,
31231,33892,40455,29787,739171,3014321,521499,2638,11414,5094,7418,340051,339802,6747,36711,30788,2024-04-23 18:22:54,Baseline,2448,
31234,33896,40459,29747,740586,3019051,520663,2639,11414,5091,7419,337440,339237,6751,36661,30788,2024-04-23 18:23:10,Baseline,2448,
31241,33892,40435,29762,739312,3007990,521610,2635,11416,5094,7411,335207,338724,6758,36644,30788,2024-04-23 18:23:24,Baseline,2448,
31243,33870,40487,29743,741542,2986112,521432,2641,11417,5091,7412,333079,338267,6754,36608,30798,2024-04-23 18:23:38,Baseline,2448,
31216,33878,40481,29767,742627,2987753,524124,2639,11416,5091,7415,330396,337513,6757,36676,30788,2024-04-23 18:23:53,Baseline,2448,
31223,33858,40457,29762,744129,3006903,522535,2638,11411,5093,7412,327764,337080,6760,36612,30801,2024-04-23 18:24:08,Baseline,2448,
31221,33889,40478,29785,742122,3009117,522269,2639,11416,5088,7399,325286,336452,6763,36615,30801,2024-04-23 18:24:24,Baseline,2448,
31240,33878,40424,29765,742782,3010340,521742,2646,11420,5092,7403,322595,335855,6768,36602,30782,2024-04-23 18:24:38,Baseline,2448,
31217,33886,40417,29795,747009,3032134,522419,2639,11415,5092,7417,320033,334961,6771,36596,30817,2024-04-23 18:24:53,Baseline,2448,
31218,33883,40381,29764,744521,3026359,524810,2640,11420,5093,7429,317627,334295,6769,36621,30833,2024-04-23 18:25:07,K 9 Stool Sample,2450,
31216,33895,40411,29731,742917,3015750,523595,2639,11413,5088,7420,314886,333733,6775,36577,30844,2024-04-23 18:25:22,K 9 Stool Sample,2450,
31215,33872,40455,29773,744135,3029862,519218,2643,11415,5091,7416,312531,332836,6776,36564,30782,2024-04-23 18:25:37,K 9 Stool Sample,2450,
31233,33861,40442,29762,741634,3013923,523165,2639,11418,5090,7413,309853,332082,6781,36587,30828,2024-04-23 18:25:52,K 9 Stool Sample,2450,
31224,33882,40450,29774,742078,3017595,522467,2642,11410,5090,7398,301208,329996,6781,36572,30836,2024-04-23 18:26:07,K 9 Stool Sample,2450,
31230,33877,40459,29751,739929,3011946,521278,2641,11412,5092,7402,307935,330894,6776,36490,30870,2024-04-23 18:26:22,K 9 Stool Sample,2450,
31216,33866,40471,29750,740875,2973610,522327,2643,11414,5089,7422,313989,332207,6783,36541,30825,2024-04-23 18:26:36,K 9 Stool Sample,2450,
31220,33894,40486,29760,744073,3021235,517541,2640,11414,5094,7407,317579,333222,6790,36572,30852,2024-04-23 18:26:51,K 9 Stool Sample,2450,
31230,33886,40474,29791,741423,2980759,521439,2639,11415,5092,7422,319388,333731,6794,36558,30841,2024-04-23 18:27:06,K 9 Stool Sample,2450,
31218,33883,40459,29778,742595,2988258,522762,2640,11410,5090,7409,320234,334199,6793,36625,30825,2024-04-23 18:27:21,K 9 Stool Sample,2450,
31215,33889,40465,29782,744044,2998480,522402,2640,11415,5089,7392,319704,333915,6794,36568,30828,2024-04-23 18:27:36,K 9 Stool Sample,2450,
31218,33882,40448,29794,742465,2999308,518183,2639,11416,5086,7397,318721,333601,6799,36598,30852,2024-04-23 18:27:50,K 9 Stool Sample,2450,
31222,33847,40494,29805,742261,2989914,520744,2638,11411,5091,7407,316977,332999,6797,36686,30841,2024-04-23 18:28:05,K 9 Stool Sample,2450,
31212,33874,40414,29783,739882,2970581,522396,2638,11411,5087,7417,315365,332201,6798,36678,30852,2024-04-23 18:28:20,K 9 Stool Sample,2450,
31214,33896,40485,29783,739073,3007352,519420,2640,11412,5091,7401,313472,331366,6802,36734,30857,2024-04-23 18:28:35,K 9 Stool Sample,2450,
31214,33860,40472,29797,741100,2984208,520382,2641,11412,5091,7404,311277,330336,6805,36713,30873,2024-04-23 18:28:50,K 9 Stool Sample,2450,
31226,33875,40429,29797,741963,3006207,522575,2639,11413,5093,7427,309264,329309,6807,36709,30876,2024-04-23 18:29:05,K 9 Stool Sample,2450,
31213,33858,40481,29794,738559,3036390,523162,2643,11420,5090,7407,306721,328056,6811,36753,30860,2024-04-23 18:29:19,K 9 Stool Sample,2450,
31224,33875,40468,29774,739243,2991799,522255,2642,11414,5091,7420,304022,326577,6813,36745,30852,2024-04-23 18:29:34,K 9 Stool Sample,2450,
31227,33883,40477,29765,742201,2972816,522779,2637,11416,5092,7418,301656,325233,6813,36745,30897,2024-04-23 18:29:49,K 9 Stool Sample,2450,
31227,33881,40471,29801,742744,3060557,524218,2638,11417,5095,7402,299041,323625,6819,36850,30892,2024-04-23 18:30:04,K 9 Stool Sample,2450,
19674,23768,28446,18125,529672,3161016,438469,1974,8787,3570,299,374336,89945,1190,25944,28152,2024-02-12 17:51:35,4-hepanone,1903,
19670,23752,28413,18119,529914,3193937,440530,1978,8783,3571,297,375923,90037,1187,26081,28064,2024-02-12 17:51:50,4-hepanone,1903,
19667,23743,28431,18092,529171,3289812,438912,1973,8781,3568,298,377142,90412,1188,26157,28083,2024-02-12 17:52:05,4-hepanone,1903,
19673,23734,28391,18086,531122,3287747,438795,1970,8779,3570,298,381741,90988,1186,26220,28037,2024-02-12 17:52:20,4-hepanone,1903,
19676,23735,28410,18096,528238,3277818,438347,1967,8778,3568,297,378738,90852,1198,26285,28027,2024-02-12 17:52:35,4-hepanone,1903,
19666,23727,28360,18243,863915,5253464,815375,2848,13258,5261,245,239591,81195,1148,33485,28032,2024-02-12 17:52:50,4-hepanone,1903,
21182,23832,29185,19462,601265,2142812,471678,2250,10229,4199,287,300643,85391,1179,32597,28117,2024-02-12 17:53:04,4-hepanone,1903,
20857,23694,28850,19250,584003,2040577,457933,2207,9927,4077,291,333681,86276,1186,31139,28168,2024-02-12 17:53:19,4-hepanone,1903,
20682,23632,28682,19156,578450,1972115,449869,2193,9781,4019,295,355992,87718,1186,30260,28107,2024-02-12 17:53:34,4-hepanone,1903,
20576,23567,28594,19105,574676,1944309,444029,2180,9699,3982,297,361791,88081,1186,29285,28091,2024-02-12 17:53:49,4-hepanone,1903,
20501,23514,28424,19047,570833,1915015,435925,2171,9602,3943,295,368096,89011,1183,26215,28011,2024-02-12 17:54:04,4-hepanone,1903,
20385,23444,28315,18952,563546,1901609,429762,2158,9504,3903,296,369850,89588,1185,26701,28043,2024-02-12 17:54:18,4-hepanone,1903,
20333,23447,28274,18921,558661,1883887,432870,2147,9490,3889,296,369021,89807,1184,27145,28021,2024-02-12 17:54:33,4-hepanone,1903,
20298,23407,28181,18904,558254,1855887,429472,2139,9475,3881,295,351591,86422,1177,27250,27986,2024-02-12 17:54:48,4-hepanone,1903,
20259,23388,28129,18898,552571,1865491,428278,2131,9450,3875,290,315375,79750,1170,27391,27981,2024-02-12 17:55:03,4-hepanone,1903,
20245,23392,28130,18892,556267,1849628,426513,2124,9433,3863,287,293929,73086,1165,27336,27978,2024-02-12 17:55:18,4-hepanone,1903,
20218,23393,28098,18842,548785,1840866,425064,2119,9420,3857,285,277545,66650,1160,27315,27965,2024-02-12 17:55:33,4-hepanone,1903,
20195,23377,28098,18837,551494,1836771,425984,2115,9407,3852,285,268534,62157,1160,27277,27944,2024-02-12 17:55:47,4-hepanone,1903,
20182,23360,28118,18850,544571,1858499,424347,2109,9395,3847,282,262739,58545,1158,27172,27954,2024-02-12 17:56:02,4-hepanone,1903,
20164,23379,28085,18816,544322,1859872,425984,2104,9388,3840,279,257355,55220,1149,27199,27930,2024-02-12 17:56:17,4-hepanone,1903,
20160,23376,28089,18808,544992,1836549,423403,2101,9376,3839,275,248686,51591,1145,27161,27912,2024-02-12 17:56:32,4-hepanone,1903,
20137,23367,28034,18813,544411,1836110,422519,2099,9371,3835,275,240836,48166,1142,27170,27946,2024-02-12 17:56:47,4-hepanone,1903,
